gb,"{'Average_duration_of_Visit_per_characters': 0.06186046511627905, 'Maximum_duration_of_Visit': 0.1316279069767442, 'Number_of_Visits_per_characters': 0.09581395348837211, 'Peak_velocity_of_entry_saccade': 0.05488372093023255, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_regular_difficulty_kanzis': 0.022325581395348838}",2025-01-21_17-23-54,
svm,"{'Average_duration_of_Visit_per_characters': 0.025581395348837254, 'Maximum_duration_of_Visit': 0.07395348837209306, 'Number_of_Visits_per_characters': 0.022325581395348883, 'Peak_velocity_of_entry_saccade': 0.019534883720930263, 'Percentage_of_katakana_verb_numerator': 0.00046511627906977717, 'Number_of_regular_difficulty_kanzis': 0.01488372093023258}",2025-01-21_17-23-54,
knn,"{'Average_duration_of_Visit_per_characters': 0.024186046511627902, 'Maximum_duration_of_Visit': 0.06372093023255813, 'Number_of_Visits_per_characters': 0.023720930232558148, 'Peak_velocity_of_entry_saccade': 0.04325581395348839, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_regular_difficulty_kanzis': 0.019069767441860487}",2025-01-21_17-23-54,
mlp,"{'Average_duration_of_Visit_per_characters': 0.004651162790697638, 'Maximum_duration_of_Visit': 0.07023255813953484, 'Number_of_Visits_per_characters': 0.006046511627906925, 'Peak_velocity_of_entry_saccade': -0.0018604651162791308, 'Percentage_of_katakana_verb_numerator': 0.00046511627906975495, 'Number_of_regular_difficulty_kanzis': 0.005116279069767415}",2025-01-21_17-23-54,
nb,"{'Average_duration_of_Visit_per_characters': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Peak_velocity_of_entry_saccade': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0009302325581395376, 'Number_of_regular_difficulty_kanzis': 0.0}",2025-01-21_17-23-54,
model,PFI,Date,
log,"{'Maximum_duration_of_Visit': 0.05255813953488375, 'Number_of_Visits_per_characters': 0.006046511627906992, 'Percentage_of_regular_difficulty_kanzi_words': 0.0023255813953488415, 'Percentage_of_extra_difficulty_kanzis': 0.0027906976744186186}",2025-01-21_17-33-34,
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_extra_difficulty_kanzis': 0.0}",2025-01-21_17-33-34,
gb,"{'Maximum_duration_of_Visit': 0.22744186046511627, 'Number_of_Visits_per_characters': 0.173953488372093, 'Percentage_of_regular_difficulty_kanzi_words': 0.0586046511627907, 'Percentage_of_extra_difficulty_kanzis': 0.004651162790697705}",2025-01-21_17-33-34,
svm,"{'Maximum_duration_of_Visit': 0.05953488372093021, 'Number_of_Visits_per_characters': 0.018139534883720908, 'Percentage_of_regular_difficulty_kanzi_words': 0.013953488372092981, 'Percentage_of_extra_difficulty_kanzis': 0.005116279069767393}",2025-01-21_17-33-34,
knn,"{'Maximum_duration_of_Visit': 0.09534883720930228, 'Number_of_Visits_per_characters': 0.037209302325581374, 'Percentage_of_regular_difficulty_kanzi_words': 0.022790697674418547, 'Percentage_of_extra_difficulty_kanzis': 0.005581395348837148}",2025-01-21_17-33-34,
mlp,"{'Maximum_duration_of_Visit': 0.06325581395348838, 'Number_of_Visits_per_characters': 0.005581395348837193, 'Percentage_of_regular_difficulty_kanzi_words': 0.004651162790697683, 'Percentage_of_extra_difficulty_kanzis': 0.0023255813953488857}",2025-01-21_17-33-34,
nb,"{'Maximum_duration_of_Visit': 0.07348837209302321, 'Number_of_Visits_per_characters': 0.009302325581395298, 'Percentage_of_regular_difficulty_kanzi_words': 0.001860465116279042, 'Percentage_of_extra_difficulty_kanzis': 0.0018604651162790198}",2025-01-21_17-33-34,
model,PFI,Date,
log,"{'Minimum_duration_of_fixations': -0.006046511627906948, 'Duration_of_first_fixation': -0.005116279069767415, 'Maximum_duration_of_Visit': 0.04139534883720934, 'Number_of_Visits_per_characters': -0.00558139534883717, 'Time_to_entry_saccade': 0.0027906976744186407, 'Peak_velocity_of_exit_saccade': -0.011162790697674407, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': -0.0009302325581395099, 'Number_of_high_difficulty_kanzi_words': 0.0027906976744185965, 'Percentage_of_regular_difficulty_kanzis': -0.0037209302325581064, 'Cossim_model6': 0.0032558139534883956, 'Norm_model6': -0.0004651162790697327}",2025-01-21_17-59-59,
rf,"{'Minimum_duration_of_fixations': 0.0, 'Duration_of_first_fixation': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Peak_velocity_of_exit_saccade': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-01-21_17-59-59,
gb,"{'Minimum_duration_of_fixations': 0.02325581395348837, 'Duration_of_first_fixation': 0.01581395348837209, 'Maximum_duration_of_Visit': 0.08186046511627906, 'Number_of_Visits_per_characters': 0.03534883720930233, 'Time_to_entry_saccade': 0.011627906976744184, 'Peak_velocity_of_exit_saccade': 0.017209302325581398, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.004186046511627928, 'Percentage_of_regular_difficulty_kanzis': 0.013953488372093027, 'Cossim_model6': 0.034418604651162796, 'Norm_model6': 0.027906976744186053}",2025-01-21_17-59-59,
svm,"{'Minimum_duration_of_fixations': 0.06046511627906981, 'Duration_of_first_fixation': 0.09209302325581399, 'Maximum_duration_of_Visit': 0.11348837209302325, 'Number_of_Visits_per_characters': 0.08000000000000003, 'Time_to_entry_saccade': 0.0827906976744186, 'Peak_velocity_of_exit_saccade': 0.08697674418604653, 'Percentage_of_katakana_verb_numerator': 0.0027906976744186407, 'Number_of_extra_difficulty_kanzi_words': 0.008837209302325611, 'Number_of_high_difficulty_kanzi_words': 0.08372093023255818, 'Percentage_of_regular_difficulty_kanzis': 0.07441860465116282, 'Cossim_model6': 0.08976744186046515, 'Norm_model6': 0.05302325581395351}",2025-01-21_17-59-59,
knn,"{'Minimum_duration_of_fixations': 0.004186046511627928, 'Duration_of_first_fixation': 0.006511627906976769, 'Maximum_duration_of_Visit': 0.03116279069767445, 'Number_of_Visits_per_characters': -0.0037209302325581064, 'Time_to_entry_saccade': -0.007906976744186011, 'Peak_velocity_of_exit_saccade': 0.007441860465116301, 'Percentage_of_katakana_verb_numerator': 0.0023255813953488857, 'Number_of_extra_difficulty_kanzi_words': -0.0004651162790697327, 'Number_of_high_difficulty_kanzi_words': 0.008837209302325611, 'Percentage_of_regular_difficulty_kanzis': 0.003720930232558195, 'Cossim_model6': 0.005116279069767504, 'Norm_model6': -0.001860465116279042}",2025-01-21_17-59-59,
mlp,"{'Minimum_duration_of_fixations': 0.07348837209302328, 'Duration_of_first_fixation': 0.08697674418604646, 'Maximum_duration_of_Visit': 0.11674418604651164, 'Number_of_Visits_per_characters': 0.10511627906976743, 'Time_to_entry_saccade': 0.08186046511627906, 'Peak_velocity_of_exit_saccade': 0.0813953488372093, 'Percentage_of_katakana_verb_numerator': 0.0027906976744186407, 'Number_of_extra_difficulty_kanzi_words': 0.006511627906976769, 'Number_of_high_difficulty_kanzi_words': 0.08651162790697675, 'Percentage_of_regular_difficulty_kanzis': 0.04976744186046511, 'Cossim_model6': 0.08046511627906976, 'Norm_model6': 0.06558139534883722}",2025-01-21_17-59-59,
nb,"{'Minimum_duration_of_fixations': 0.00046511627906976606, 'Duration_of_first_fixation': 0.00046511627906976606, 'Maximum_duration_of_Visit': 0.00046511627906976606, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Peak_velocity_of_exit_saccade': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0009302325581395321, 'Number_of_extra_difficulty_kanzi_words': 0.0018604651162790642, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzis': -0.00046511627906977717, 'Cossim_model6': 0.0, 'Norm_model6': 0.0027906976744185965}",2025-01-21_17-59-59,
model,PFI,Date,
log,"{'Minimum_duration_of_fixations': -0.006046511627906948, 'Duration_of_first_fixation': -0.005116279069767415, 'Maximum_duration_of_Visit': 0.04139534883720934, 'Number_of_Visits_per_characters': -0.00558139534883717, 'Time_to_entry_saccade': 0.0027906976744186407, 'Peak_velocity_of_exit_saccade': -0.011162790697674407, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': -0.0009302325581395099, 'Number_of_high_difficulty_kanzi_words': 0.0027906976744185965, 'Percentage_of_regular_difficulty_kanzis': -0.0037209302325581064, 'Cossim_model6': 0.0032558139534883956, 'Norm_model6': -0.0004651162790697327}",2025-01-21_18-00-26,
rf,"{'Minimum_duration_of_fixations': 0.0, 'Duration_of_first_fixation': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Peak_velocity_of_exit_saccade': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-01-21_18-00-26,
gb,"{'Minimum_duration_of_fixations': 0.02325581395348837, 'Duration_of_first_fixation': 0.01581395348837209, 'Maximum_duration_of_Visit': 0.08186046511627906, 'Number_of_Visits_per_characters': 0.03534883720930233, 'Time_to_entry_saccade': 0.011627906976744184, 'Peak_velocity_of_exit_saccade': 0.017209302325581398, 'Percentage_of_katakana_verb_numerator': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.004186046511627928, 'Percentage_of_regular_difficulty_kanzis': 0.013953488372093027, 'Cossim_model6': 0.034418604651162796, 'Norm_model6': 0.027906976744186053}",2025-01-21_18-00-26,
svm,"{'Minimum_duration_of_fixations': 0.06046511627906981, 'Duration_of_first_fixation': 0.09209302325581399, 'Maximum_duration_of_Visit': 0.11348837209302325, 'Number_of_Visits_per_characters': 0.08000000000000003, 'Time_to_entry_saccade': 0.0827906976744186, 'Peak_velocity_of_exit_saccade': 0.08697674418604653, 'Percentage_of_katakana_verb_numerator': 0.0027906976744186407, 'Number_of_extra_difficulty_kanzi_words': 0.008837209302325611, 'Number_of_high_difficulty_kanzi_words': 0.08372093023255818, 'Percentage_of_regular_difficulty_kanzis': 0.07441860465116282, 'Cossim_model6': 0.08976744186046515, 'Norm_model6': 0.05302325581395351}",2025-01-21_18-00-26,
knn,"{'Minimum_duration_of_fixations': 0.004186046511627928, 'Duration_of_first_fixation': 0.006511627906976769, 'Maximum_duration_of_Visit': 0.03116279069767445, 'Number_of_Visits_per_characters': -0.0037209302325581064, 'Time_to_entry_saccade': -0.007906976744186011, 'Peak_velocity_of_exit_saccade': 0.007441860465116301, 'Percentage_of_katakana_verb_numerator': 0.0023255813953488857, 'Number_of_extra_difficulty_kanzi_words': -0.0004651162790697327, 'Number_of_high_difficulty_kanzi_words': 0.008837209302325611, 'Percentage_of_regular_difficulty_kanzis': 0.003720930232558195, 'Cossim_model6': 0.005116279069767504, 'Norm_model6': -0.001860465116279042}",2025-01-21_18-00-26,
mlp,"{'Minimum_duration_of_fixations': 0.07348837209302328, 'Duration_of_first_fixation': 0.08697674418604646, 'Maximum_duration_of_Visit': 0.11674418604651164, 'Number_of_Visits_per_characters': 0.10511627906976743, 'Time_to_entry_saccade': 0.08186046511627906, 'Peak_velocity_of_exit_saccade': 0.0813953488372093, 'Percentage_of_katakana_verb_numerator': 0.0027906976744186407, 'Number_of_extra_difficulty_kanzi_words': 0.006511627906976769, 'Number_of_high_difficulty_kanzi_words': 0.08651162790697675, 'Percentage_of_regular_difficulty_kanzis': 0.04976744186046511, 'Cossim_model6': 0.08046511627906976, 'Norm_model6': 0.06558139534883722}",2025-01-21_18-00-26,
nb,"{'Minimum_duration_of_fixations': 0.00046511627906976606, 'Duration_of_first_fixation': 0.00046511627906976606, 'Maximum_duration_of_Visit': 0.00046511627906976606, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Peak_velocity_of_exit_saccade': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0009302325581395321, 'Number_of_extra_difficulty_kanzi_words': 0.0018604651162790642, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzis': -0.00046511627906977717, 'Cossim_model6': 0.0, 'Norm_model6': 0.0027906976744185965}",2025-01-21_18-00-26,
model,PFI,Date,
log,"{'Maximum_duration_of_fixations': 0.02232558139534886, 'Duration_of_first_fixation': -0.002325581395348797, 'Number_of_Visits_per_characters': -0.0013953488372092427, 'Number_of_saccades_in_AOI': 0.019069767441860487, 'Time_to_entry_saccade': 2.2204460492503132e-17, 'Re-reading_duration_per_characters': -0.00046511627906975495, 'Percentage_of_low_difficulty_kanzi_words': 0.00046511627906979934, 'Number_of_low_difficulty_kanzi_words': -0.004186046511627839, 'Percentage_of_regular_difficulty_kanzi_words': -0.004651162790697638, 'Number_of_high_difficulty_kanzi_words': 0.0023255813953488636, 'Percentage_of_regular_difficulty_kanzis': 0.0023255813953488857, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0018604651162791087}",2025-01-21_18-43-50,
rf,"{'Maximum_duration_of_fixations': 0.0, 'Duration_of_first_fixation': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Number_of_saccades_in_AOI': 0.0, 'Time_to_entry_saccade': 0.0, 'Re-reading_duration_per_characters': 0.0, 'Percentage_of_low_difficulty_kanzi_words': 0.0, 'Number_of_low_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0}",2025-01-21_18-43-50,
gb,"{'Maximum_duration_of_fixations': 0.038139534883720926, 'Duration_of_first_fixation': 0.030232558139534915, 'Number_of_Visits_per_characters': 0.04697674418604651, 'Number_of_saccades_in_AOI': 0.03302325581395351, 'Time_to_entry_saccade': 0.023720930232558148, 'Re-reading_duration_per_characters': 0.0018604651162791087, 'Percentage_of_low_difficulty_kanzi_words': 0.007906976744186034, 'Number_of_low_difficulty_kanzi_words': 0.0023255813953488636, 'Percentage_of_regular_difficulty_kanzi_words': 0.0027906976744186407, 'Number_of_high_difficulty_kanzi_words': 0.007906976744186056, 'Percentage_of_regular_difficulty_kanzis': 0.00046511627906977717, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0}",2025-01-21_18-43-50,
svm,"{'Maximum_duration_of_fixations': 0.09906976744186051, 'Duration_of_first_fixation': 0.07627906976744189, 'Number_of_Visits_per_characters': 0.11953488372093027, 'Number_of_saccades_in_AOI': 0.10558139534883726, 'Time_to_entry_saccade': 0.08093023255813958, 'Re-reading_duration_per_characters': 0.052093023255814, 'Percentage_of_low_difficulty_kanzi_words': 0.09860465116279075, 'Number_of_low_difficulty_kanzi_words': 0.08372093023255818, 'Percentage_of_regular_difficulty_kanzi_words': 0.07162790697674423, 'Number_of_high_difficulty_kanzi_words': 0.09720930232558145, 'Percentage_of_regular_difficulty_kanzis': 0.08930232558139536, 'Number_of_adnominal_modification_out_of_total_nouns': 0.13441860465116284}",2025-01-21_18-43-50,
knn,"{'Maximum_duration_of_fixations': 0.014418604651162802, 'Duration_of_first_fixation': 0.00418604651162795, 'Number_of_Visits_per_characters': 0.016744186046511667, 'Number_of_saccades_in_AOI': 0.015813953488372112, 'Time_to_entry_saccade': 0.009767441860465142, 'Re-reading_duration_per_characters': -0.006976744186046502, 'Percentage_of_low_difficulty_kanzi_words': 0.019069767441860487, 'Number_of_low_difficulty_kanzi_words': 0.007441860465116279, 'Percentage_of_regular_difficulty_kanzi_words': 0.006046511627906992, 'Number_of_high_difficulty_kanzi_words': 0.009302325581395366, 'Percentage_of_regular_difficulty_kanzis': 0.00511627906976746, 'Number_of_adnominal_modification_out_of_total_nouns': 0.009767441860465121}",2025-01-21_18-43-50,
mlp,"{'Maximum_duration_of_fixations': 0.044651162790697696, 'Duration_of_first_fixation': 0.01488372093023258, 'Number_of_Visits_per_characters': 0.03302325581395353, 'Number_of_saccades_in_AOI': 0.04697674418604656, 'Time_to_entry_saccade': 0.024186046511627944, 'Re-reading_duration_per_characters': 0.010697674418604697, 'Percentage_of_low_difficulty_kanzi_words': 0.017209302325581443, 'Number_of_low_difficulty_kanzi_words': 0.006511627906976814, 'Percentage_of_regular_difficulty_kanzi_words': 0.016744186046511667, 'Number_of_high_difficulty_kanzi_words': 0.034418604651162824, 'Percentage_of_regular_difficulty_kanzis': 0.011162790697674474, 'Number_of_adnominal_modification_out_of_total_nouns': 0.018604651162790753}",2025-01-21_18-43-50,
nb,"{'Maximum_duration_of_fixations': 0.016744186046511622, 'Duration_of_first_fixation': 0.006976744186046502, 'Number_of_Visits_per_characters': 0.01581395348837209, 'Number_of_saccades_in_AOI': 0.030232558139534894, 'Time_to_entry_saccade': -0.0032558139534883735, 'Re-reading_duration_per_characters': 0.006511627906976747, 'Percentage_of_low_difficulty_kanzi_words': -0.0018604651162790864, 'Number_of_low_difficulty_kanzi_words': -0.00511627906976746, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_regular_difficulty_kanzis': 0.005116279069767438, 'Number_of_adnominal_modification_out_of_total_nouns': 0.006976744186046524}",2025-01-21_18-43-50,
model,PFI,Date,
log,"{'Maximum_duration_of_Visit': 0.055813953488372106, 'Number_of_Visits_per_characters': 0.0037209302325581506, 'Time_to_entry_saccade': 0.0027906976744185965, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.006511627906976747, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0013953488372093093}",2025-01-21_19-11-48,
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Time_to_entry_saccade': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0}",2025-01-21_19-11-48,
gb,"{'Maximum_duration_of_Visit': 0.19116279069767436, 'Number_of_Visits_per_characters': 0.12697674418604646, 'Time_to_entry_saccade': 0.09999999999999995, 'Percentage_of_extra_difficulty_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.027906976744186008, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.06604651162790694}",2025-01-21_19-11-48,
svm,"{'Maximum_duration_of_Visit': 0.061860465116279004, 'Number_of_Visits_per_characters': 0.019069767441860418, 'Time_to_entry_saccade': 0.014883720930232536, 'Percentage_of_extra_difficulty_kanzi_words': 0.0009302325581395099, 'Percentage_of_regular_difficulty_kanzi_words': 0.00558139534883717, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.012093023255813896}",2025-01-21_19-11-48,
knn,"{'Maximum_duration_of_Visit': 0.05441860465116275, 'Number_of_Visits_per_characters': 0.03813953488372086, 'Time_to_entry_saccade': 0.04139534883720926, 'Percentage_of_extra_difficulty_kanzi_words': 0.003255813953488329, 'Percentage_of_regular_difficulty_kanzi_words': 0.017209302325581356, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.04976744186046507}",2025-01-21_19-11-48,
