mlp,"{'Maximum_duration_of_Visit': 0.06418604651162799, 'Number_of_Visits_per_characters': 0.04697674418604654, 'Time_to_entry_saccade': 0.02604651162790701, 'Time_to_exit_saccade': 0.02279069767441866, 'Re-reading_duration_per_characters': 0.02000000000000004, 'Percentage_of_katakana_noun_numerator': 0.02139534883720935, 'Percentage_of_extra_difficulty_kanzi_words': 0.006046511627907036, 'Percentage_of_regular_difficulty_kanzi_words': 0.02279069767441866, 'Percentage_of_extra_difficulty_kanzis': 0.007441860465116345, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.01534883720930238, 'Number_of_adnominal_modification_out_of_total_nouns': 0.04325581395348843}",2025-01-21_10-48-42
model,PFI,Date
log,"{'Duration_of_first_fixation': 0.001395348837209287, 'Average_duration_of_Visit_per_characters': -0.0013953488372093093, 'Minimum_duration_of_Visit': 0.005116279069767438, 'Maximum_duration_of_Visit': 0.05395348837209302, 'Number_of_Visits_per_characters': 0.008837209302325589, 'Number_of_saccades_in_AOI': 0.001860465116279042, 'Time_to_entry_saccade': 0.002325581395348819, 'Time_to_exit_saccade': -0.0018604651162791087, 'First-pass_duration': 0.006976744186046524, 'Regression-path_duration': 0.0046511627906976605, 'Number_of_regression': 0.0009302325581395099, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0013953488372092648, 'Number_of_extra_difficulty_kanzi_words': 0.0009302325581395099, 'Percentage_of_regular_difficulty_kanzi_words': 0.005116279069767415, 'Number_of_regular_difficulty_kanzi_words': 0.026046511627906922, 'Number_of_extra_difficulty_kanzis': 0.006511627906976747, 'Percentage_of_regular_difficulty_kanzis': 0.00046511627906975495, 'Number_of_regular_difficulty_kanzis': 0.011162790697674386, 'Average_length_of_compund_nouns': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0037209302325581064, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0013953488372092648, 'Norm_model6': 0.017674418604651132, 'Avecossim_model6': 0.01581395348837209}",2025-01-21_11-03-07
rf,"{'Duration_of_first_fixation': 0.0, 'Average_duration_of_Visit_per_characters': 0.0, 'Minimum_duration_of_Visit': 0.0, 'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_characters': 0.0, 'Number_of_saccades_in_AOI': 0.0, 'Time_to_entry_saccade': 0.0, 'Time_to_exit_saccade': 0.0, 'First-pass_duration': 0.0, 'Regression-path_duration': 0.0, 'Number_of_regression': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0, 'Number_of_regular_difficulty_kanzis': 0.0, 'Average_length_of_compund_nouns': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0, 'Norm_model6': 0.0, 'Avecossim_model6': 0.0}",2025-01-21_11-03-07
gb,"{'Duration_of_first_fixation': 0.006046511627907014, 'Average_duration_of_Visit_per_characters': 0.006976744186046524, 'Minimum_duration_of_Visit': 0.0018604651162790864, 'Maximum_duration_of_Visit': 0.05534883720930237, 'Number_of_Visits_per_characters': 0.020465116279069773, 'Number_of_saccades_in_AOI': 0.00930232558139541, 'Time_to_entry_saccade': 0.006511627906976791, 'Time_to_exit_saccade': 0.0023255813953488636, 'First-pass_duration': 0.005116279069767482, 'Regression-path_duration': 0.0018604651162790864, 'Number_of_regression': 0.0032558139534883956, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': -0.00046511627906975495, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_regular_difficulty_kanzis': 0.0023255813953488857, 'Number_of_regular_difficulty_kanzis': 0.0032558139534883735, 'Average_length_of_compund_nouns': 0.005581395348837259, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255856, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0, 'Norm_model6': 0.03116279069767447, 'Avecossim_model6': 0.014883720930232602}",2025-01-21_11-03-07
svm,"{'Duration_of_first_fixation': 0.03488372093023255, 'Average_duration_of_Visit_per_characters': 0.010232558139534876, 'Minimum_duration_of_Visit': 0.015348837209302312, 'Maximum_duration_of_Visit': 0.049302325581395315, 'Number_of_Visits_per_characters': 0.05023255813953489, 'Number_of_saccades_in_AOI': 0.0386046511627907, 'Time_to_entry_saccade': 0.016279069767441846, 'Time_to_exit_saccade': 0.021860465116279083, 'First-pass_duration': 0.028837209302325584, 'Regression-path_duration': 0.023720930232558148, 'Number_of_regression': 0.02837209302325583, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.007441860465116301, 'Number_of_extra_difficulty_kanzi_words': 0.007906976744186056, 'Percentage_of_regular_difficulty_kanzi_words': 0.0023255813953488415, 'Number_of_regular_difficulty_kanzi_words': 0.004186046511627928, 'Number_of_extra_difficulty_kanzis': 0.005581395348837215, 'Percentage_of_regular_difficulty_kanzis': 0.009302325581395366, 'Number_of_regular_difficulty_kanzis': 0.0023255813953488415, 'Average_length_of_compund_nouns': 0.018139534883720932, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.026046511627906964, 'Number_of_adnominal_modification_out_of_total_nouns': 0.021395348837209303, 'Norm_model6': 0.02790697674418603, 'Avecossim_model6': 0.012093023255813939}",2025-01-21_11-03-07
knn,"{'Duration_of_first_fixation': 0.005581395348837237, 'Average_duration_of_Visit_per_characters': 0.0032558139534883735, 'Minimum_duration_of_Visit': 0.006976744186046502, 'Maximum_duration_of_Visit': 0.00511627906976746, 'Number_of_Visits_per_characters': 0.004651162790697683, 'Number_of_saccades_in_AOI': 0.0032558139534883735, 'Time_to_entry_saccade': 0.0018604651162790864, 'Time_to_exit_saccade': 0.0037209302325581727, 'First-pass_duration': 0.012093023255813962, 'Regression-path_duration': 0.0023255813953488636, 'Number_of_regression': 0.0060465116279069695, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': -0.0018604651162790198, 'Number_of_regular_difficulty_kanzi_words': -0.00558139534883717, 'Number_of_extra_difficulty_kanzis': -0.0009302325581395099, 'Percentage_of_regular_difficulty_kanzis': 0.0027906976744185965, 'Number_of_regular_difficulty_kanzis': 4.4408920985006264e-17, 'Average_length_of_compund_nouns': -0.005116279069767438, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.004186046511627883, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0032558139534883956, 'Norm_model6': 0.0013953488372093314, 'Avecossim_model6': 0.0}",2025-01-21_11-03-07
mlp,"{'Duration_of_first_fixation': 0.0595348837209303, 'Average_duration_of_Visit_per_characters': 0.033488372093023314, 'Minimum_duration_of_Visit': 0.04139534883720937, 'Maximum_duration_of_Visit': 0.08744186046511634, 'Number_of_Visits_per_characters': 0.098139534883721, 'Number_of_saccades_in_AOI': 0.06372093023255816, 'Time_to_entry_saccade': 0.05441860465116284, 'Time_to_exit_saccade': 0.07023255813953493, 'First-pass_duration': 0.052093023255813976, 'Regression-path_duration': 0.03395348837209307, 'Number_of_regression': 0.04930232558139538, 'Percentage_of_katakana_verb_numerator': 0.002790697674418663, 'Percentage_of_extra_difficulty_kanzi_words': 0.007906976744186122, 'Number_of_extra_difficulty_kanzi_words': 0.00325581395348844, 'Percentage_of_regular_difficulty_kanzi_words': 0.026046511627907054, 'Number_of_regular_difficulty_kanzi_words': 0.05488372093023262, 'Number_of_extra_difficulty_kanzis': 0.017209302325581467, 'Percentage_of_regular_difficulty_kanzis': 0.04697674418604658, 'Number_of_regular_difficulty_kanzis': 0.02744186046511632, 'Average_length_of_compund_nouns': 0.06465116279069774, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.05209302325581402, 'Number_of_adnominal_modification_out_of_total_nouns': 0.05162790697674424, 'Norm_model6': 0.0651162790697675, 'Avecossim_model6': 0.052093023255814}",2025-01-21_11-03-07
model,PFI,Date
log,"{'Duration_of_first_fixation': -0.006046511627906948, 'Average_duration_of_Visit_per_characters': -0.007906976744186011, 'Maximum_duration_of_Visit': 0.04325581395348841, 'First-pass_first_fixation_duration_per_characters': 0.0032558139534883956, 'Re-reading_duration_per_characters': 0.0013953488372093314, 'Number_of_regression': -0.006046511627906948, 'Percentage_of_katakana_verb_numerator': 0.00046511627906977717, 'Percentage_of_katakana_noun': 0.0032558139534883735, 'Percentage_of_regular_difficulty_kanzi_words': 0.0009302325581395543, 'Number_of_high_difficulty_kanzi_words': 0.004651162790697705, 'Percentage_of_extra_difficulty_kanzis': -0.0009302325581394877, 'Number_of_extra_difficulty_kanzis': 0.00511627906976746, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.002790697674418552, 'Number_of_adnominal_modification_out_of_total_nouns': 0.007441860465116324, 'Cossim_model6': 0.0037209302325581727}",2025-01-21_11-26-31
rf,"{'Duration_of_first_fixation': 0.0, 'Average_duration_of_Visit_per_characters': 0.0, 'Maximum_duration_of_Visit': 0.0, 'First-pass_first_fixation_duration_per_characters': 0.0, 'Re-reading_duration_per_characters': 0.0, 'Number_of_regression': 0.0, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_high_difficulty_kanzi_words': 0.0, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0}",2025-01-21_11-26-31
gb,"{'Duration_of_first_fixation': 0.027906976744186053, 'Average_duration_of_Visit_per_characters': 0.03627906976744184, 'Maximum_duration_of_Visit': 0.09627906976744187, 'First-pass_first_fixation_duration_per_characters': 0.006046511627906992, 'Re-reading_duration_per_characters': 0.006976744186046524, 'Number_of_regression': 0.0027906976744186407, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun': 0.015813953488372112, 'Percentage_of_regular_difficulty_kanzi_words': 0.005581395348837237, 'Number_of_high_difficulty_kanzi_words': 0.011627906976744207, 'Percentage_of_extra_difficulty_kanzis': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.012093023255813939, 'Number_of_adnominal_modification_out_of_total_nouns': 0.0032558139534883956, 'Cossim_model6': 0.08558139534883721}",2025-01-21_11-26-31
svm,"{'Duration_of_first_fixation': 0.07720930232558139, 'Average_duration_of_Visit_per_characters': 0.06232558139534885, 'Maximum_duration_of_Visit': 0.10511627906976742, 'First-pass_first_fixation_duration_per_characters': 0.06372093023255818, 'Re-reading_duration_per_characters': 0.04511627906976743, 'Number_of_regression': 0.11209302325581397, 'Percentage_of_katakana_verb_numerator': 0.00046511627906977717, 'Percentage_of_katakana_noun': 0.08511627906976746, 'Percentage_of_regular_difficulty_kanzi_words': 0.07627906976744188, 'Number_of_high_difficulty_kanzi_words': 0.09953488372093025, 'Percentage_of_extra_difficulty_kanzis': 0.018604651162790708, 'Number_of_extra_difficulty_kanzis': 0.018604651162790708, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.10744186046511625, 'Number_of_adnominal_modification_out_of_total_nouns': 0.09488372093023256, 'Cossim_model6': 0.09069767441860466}",2025-01-21_11-26-31
knn,"{'Duration_of_first_fixation': 0.018139534883720908, 'Average_duration_of_Visit_per_characters': -0.0013953488372093093, 'Maximum_duration_of_Visit': 0.02651162790697672, 'First-pass_first_fixation_duration_per_characters': 0.002790697674418574, 'Re-reading_duration_per_characters': 0.00558139534883717, 'Number_of_regression': 0.017674418604651177, 'Percentage_of_katakana_verb_numerator': 0.00046511627906975495, 'Percentage_of_katakana_noun': 0.02186046511627906, 'Percentage_of_regular_difficulty_kanzi_words': 0.009767441860465098, 'Number_of_high_difficulty_kanzi_words': 0.012093023255813917, 'Percentage_of_extra_difficulty_kanzis': -2.2204460492503132e-17, 'Number_of_extra_difficulty_kanzis': -0.0023255813953488636, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Number_of_adnominal_modification_out_of_total_nouns': 0.014883720930232557, 'Cossim_model6': 0.015348837209302291}",2025-01-21_11-26-31
mlp,"{'Duration_of_first_fixation': 0.0879069767441861, 'Average_duration_of_Visit_per_characters': 0.05395348837209311, 'Maximum_duration_of_Visit': 0.12790697674418608, 'First-pass_first_fixation_duration_per_characters': 0.052558139534883794, 'Re-reading_duration_per_characters': 0.04139534883720934, 'Number_of_regression': 0.10279069767441865, 'Percentage_of_katakana_verb_numerator': 0.0, 'Percentage_of_katakana_noun': 0.08232558139534887, 'Percentage_of_regular_difficulty_kanzi_words': 0.06744186046511633, 'Number_of_high_difficulty_kanzi_words': 0.10279069767441865, 'Percentage_of_extra_difficulty_kanzis': 0.011627906976744252, 'Number_of_extra_difficulty_kanzis': 0.014418604651162825, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.1004651162790698, 'Number_of_adnominal_modification_out_of_total_nouns': 0.1348837209302326, 'Cossim_model6': 0.08279069767441867}",2025-01-21_11-26-31
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.04883720930232556, 'Peak_velocity_of_entry_saccade': 0.005116279069767393, 'First-pass_first_fixation_duration_per_characters': 0.002325581395348797, 'Percentage_of_katakana_noun': -2.2204460492503132e-17, 'Percentage_of_extra_difficulty_kanzi_words': 0.002325581395348819, 'Number_of_regular_difficulty_kanzi_words': 0.013488372093023226, 'Number_of_extra_difficulty_kanzis': 0.00790697674418599, 'Cossim_model6': 0.010697674418604586}",2025-01-21_12-40-22
rf,"{'Maximum_duration_of_Visit': 0.0, 'Peak_velocity_of_entry_saccade': 0.0, 'First-pass_first_fixation_duration_per_characters': 0.0, 'Percentage_of_katakana_noun': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Cossim_model6': 0.0}",2025-01-21_12-40-22
gb,"{'Maximum_duration_of_Visit': 0.1344186046511628, 'Peak_velocity_of_entry_saccade': 0.06558139534883722, 'First-pass_first_fixation_duration_per_characters': 0.06186046511627905, 'Percentage_of_katakana_noun': 0.024186046511627902, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.019534883720930242, 'Number_of_extra_difficulty_kanzis': 0.00046511627906977717, 'Cossim_model6': 0.12651162790697676}",2025-01-21_12-40-22
svm,"{'Maximum_duration_of_Visit': 0.12744186046511624, 'Peak_velocity_of_entry_saccade': 0.053953488372092996, 'First-pass_first_fixation_duration_per_characters': 0.05534883720930232, 'Percentage_of_katakana_noun': 0.07162790697674418, 'Percentage_of_extra_difficulty_kanzi_words': 0.007441860465116279, 'Number_of_regular_difficulty_kanzi_words': 0.06697674418604652, 'Number_of_extra_difficulty_kanzis': 0.014418604651162781, 'Cossim_model6': 0.0841860465116279}",2025-01-21_12-40-22
knn,"{'Maximum_duration_of_Visit': 0.06697674418604653, 'Peak_velocity_of_entry_saccade': 0.026046511627906988, 'First-pass_first_fixation_duration_per_characters': 0.019069767441860487, 'Percentage_of_katakana_noun': 0.016744186046511622, 'Percentage_of_extra_difficulty_kanzi_words': 0.00046511627906977717, 'Number_of_regular_difficulty_kanzi_words': 0.039999999999999994, 'Number_of_extra_difficulty_kanzis': 0.007441860465116279, 'Cossim_model6': 0.053023255813953486}",2025-01-21_12-40-22
mlp,"{'Maximum_duration_of_Visit': 0.08046511627906978, 'Peak_velocity_of_entry_saccade': 0.01255813953488374, 'First-pass_first_fixation_duration_per_characters': 0.006976744186046502, 'Percentage_of_katakana_noun': 0.020000000000000018, 'Percentage_of_extra_difficulty_kanzi_words': 0.00511627906976746, 'Number_of_regular_difficulty_kanzi_words': 0.02697674418604652, 'Number_of_extra_difficulty_kanzis': 0.01488372093023258, 'Cossim_model6': 0.02837209302325583}",2025-01-21_12-40-22
nb,"{'Maximum_duration_of_Visit': 0.03720930232558135, 'Peak_velocity_of_entry_saccade': 0.014418604651162759, 'First-pass_first_fixation_duration_per_characters': -0.0041860465116279055, 'Percentage_of_katakana_noun': 0.012558139534883717, 'Percentage_of_extra_difficulty_kanzi_words': -0.005581395348837237, 'Number_of_regular_difficulty_kanzi_words': 0.006511627906976703, 'Number_of_extra_difficulty_kanzis': 0.0013953488372092648, 'Cossim_model6': 0.03395348837209298}",2025-01-21_12-40-22
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.04883720930232556, 'Peak_velocity_of_entry_saccade': 0.005116279069767393, 'First-pass_first_fixation_duration_per_characters': 0.002325581395348797, 'Percentage_of_katakana_noun': -2.2204460492503132e-17, 'Percentage_of_extra_difficulty_kanzi_words': 0.002325581395348819, 'Number_of_regular_difficulty_kanzi_words': 0.013488372093023226, 'Number_of_extra_difficulty_kanzis': 0.00790697674418599, 'Cossim_model6': 0.010697674418604586}",2025-01-21_13-13-52
rf,"{'Maximum_duration_of_Visit': 0.0, 'Peak_velocity_of_entry_saccade': 0.0, 'First-pass_first_fixation_duration_per_characters': 0.0, 'Percentage_of_katakana_noun': 0.0, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.0, 'Number_of_extra_difficulty_kanzis': 0.0, 'Cossim_model6': 0.0}",2025-01-21_13-13-52
gb,"{'Maximum_duration_of_Visit': 0.1344186046511628, 'Peak_velocity_of_entry_saccade': 0.06558139534883722, 'First-pass_first_fixation_duration_per_characters': 0.06186046511627905, 'Percentage_of_katakana_noun': 0.024186046511627902, 'Percentage_of_extra_difficulty_kanzi_words': 0.0, 'Number_of_regular_difficulty_kanzi_words': 0.019534883720930242, 'Number_of_extra_difficulty_kanzis': 0.00046511627906977717, 'Cossim_model6': 0.12651162790697676}",2025-01-21_13-13-52
svm,"{'Maximum_duration_of_Visit': 0.12744186046511624, 'Peak_velocity_of_entry_saccade': 0.053953488372092996, 'First-pass_first_fixation_duration_per_characters': 0.05534883720930232, 'Percentage_of_katakana_noun': 0.07162790697674418, 'Percentage_of_extra_difficulty_kanzi_words': 0.007441860465116279, 'Number_of_regular_difficulty_kanzi_words': 0.06697674418604652, 'Number_of_extra_difficulty_kanzis': 0.014418604651162781, 'Cossim_model6': 0.0841860465116279}",2025-01-21_13-13-52
knn,"{'Maximum_duration_of_Visit': 0.06697674418604653, 'Peak_velocity_of_entry_saccade': 0.026046511627906988, 'First-pass_first_fixation_duration_per_characters': 0.019069767441860487, 'Percentage_of_katakana_noun': 0.016744186046511622, 'Percentage_of_extra_difficulty_kanzi_words': 0.00046511627906977717, 'Number_of_regular_difficulty_kanzi_words': 0.039999999999999994, 'Number_of_extra_difficulty_kanzis': 0.007441860465116279, 'Cossim_model6': 0.053023255813953486}",2025-01-21_13-13-52
mlp,"{'Maximum_duration_of_Visit': 0.08, 'Peak_velocity_of_entry_saccade': 0.013488372093023292, 'First-pass_first_fixation_duration_per_characters': 0.007441860465116279, 'Percentage_of_katakana_noun': 0.019069767441860463, 'Percentage_of_extra_difficulty_kanzi_words': 0.004186046511627928, 'Number_of_regular_difficulty_kanzi_words': 0.024651162790697678, 'Number_of_extra_difficulty_kanzis': 0.01488372093023258, 'Cossim_model6': 0.02930232558139534}",2025-01-21_13-13-52
nb,"{'Maximum_duration_of_Visit': 0.03720930232558135, 'Peak_velocity_of_entry_saccade': 0.014418604651162759, 'First-pass_first_fixation_duration_per_characters': -0.0041860465116279055, 'Percentage_of_katakana_noun': 0.012558139534883717, 'Percentage_of_extra_difficulty_kanzi_words': -0.005581395348837237, 'Number_of_regular_difficulty_kanzi_words': 0.006511627906976703, 'Number_of_extra_difficulty_kanzis': 0.0013953488372092648, 'Cossim_model6': 0.03395348837209298}",2025-01-21_13-13-52
